Time	CAG	GRAV	RES
57120.92478	710.35457	-0.79079	-0.14195
57120.92681	699.61037	-0.78825	-8.60284
57120.92892	705.56448	-0.78691	-1.44626
57120.9309	707.80372	-0.78459	2.88408
57120.93286	712.17827	-0.78323	8.47937
57120.93491	706.32858	-0.78092	4.70225
57120.93702	704.91279	-0.77816	5.76928
57120.93898	690.49583	-0.77485	-5.67784
57120.94094	692.63186	-0.77346	-2.29729
57120.94298	675.93868	-0.76996	-15.84491
57120.94507	689.70751	-0.767	0.58153
57120.94702	691.45526	-0.76475	4.35414
57120.94897	684.4105	-0.76139	0.33127
57120.95101	676.14368	-0.75778	-4.69467
57120.95309	685.35093	-0.75298	8.8188
57120.95505	683.21404	-0.75015	9.23006
57120.957	656.44159	-0.74708	-14.78587
57120.95903	662.71322	-0.74378	-5.55633
57120.96111	658.50839	-0.73971	-6.1027
57120.96306	660.75217	-0.73658	-1.04683
57120.96502	656.58083	-0.73233	-1.3974
57120.96706	666.71401	-0.72935	11.40919
57120.96915	654.91113	-0.72512	3.40572
57120.97111	646.24417	-0.72137	-1.89007
57120.97306	641.01769	-0.7161	-2.38547
57120.9751	627.90203	-0.71313	-12.83209
57120.9772	618.40831	-0.70805	-17.76279
57120.97916	604.80086	-0.70439	-28.07872
57120.98112	613.89116	-0.69993	-14.98397
57120.98315	620.72596	-0.69696	-5.47988
57120.98524	610.48531	-0.69217	-11.41872
57120.98719	615.70278	-0.68811	-2.55675
57120.98915	604.64736	-0.68355	-9.51752
57120.99119	598.87802	-0.67924	-11.41291
57120.99328	603.79319	-0.67533	-2.98842
57120.99523	607.31217	-0.6729	2.71555
57120.99719	606.71581	-0.6675	6.97079
57120.99922	594.48298	-0.66394	-2.06785
57121.0013	588.73886	-0.65979	-4.07856
57121.00326	589.26397	-0.65602	-0.1704
57121.00522	579.50635	-0.6527	-6.94972
57121.00726	595.3768	-0.64699	14.05623
57121.00935	588.71839	-0.64336	10.65158
57121.0113	562.20789	-0.64047	-13.2591
57121.01326	575.25237	-0.63691	2.98212
57121.0153	572.76391	-0.63227	4.65914
57121.01739	565.17837	-0.62921	-0.17221
57121.01935	547.52588	-0.62359	-12.77837
57121.02131	560.36798	-0.62249	1.05363
57121.02336	553.031	-0.6185	-2.70279
57121.02547	553.46699	-0.61526	0.6443
57121.02742	545.83151	-0.61325	-5.18155
57121.02938	533.42984	-0.60885	-13.63394
57121.03143	540.06073	-0.60434	-2.95375
57121.03354	544.2558	-0.60319	2.27978
57121.03551	523.80123	-0.59841	-13.88132
57121.03749	516.15373	-0.5962	-19.54788
57121.03953	537.87912	-0.59463	3.58837
57121.04162	520.43849	-0.59039	-10.04739
57121.04358	529.49376	-0.58767	1.45821
57121.04554	500.98705	-0.58657	-26.06255
57121.04758	509.65188	-0.58539	-16.33617
57121.04967	517.11217	-0.5824	-6.1942
57121.05164	516.59482	-0.58143	-5.8374
57121.05362	510.25023	-0.57914	-10.12566
57121.05566	536.5038	-0.57747	17.6278
57121.05775	513.31178	-0.57586	-4.11791
57121.05971	520.63282	-0.57536	3.64685
57121.06168	522.39745	-0.57234	8.12696
57121.06375	513.85413	-0.57122	0.5945
57121.06586	495.65027	-0.57076	-17.20226
57121.06781	505.88169	-0.56861	-5.04035
57121.06976	512.12225	-0.56969	0.23021
57121.0718	511.18599	-0.56787	0.92984
57121.07389	511.42569	-0.56847	0.62948
57121.07585	509.61957	-0.56589	1.14156
57121.07781	506.20174	-0.56743	-3.66015
57121.07984	490.52324	-0.56694	-18.89211
57121.08194	511.54099	-0.56716	1.92591
57121.08392	507.20567	-0.5674	-2.63025
57121.08588	494.26254	-0.56804	-16.14111
57121.08791	499.43042	-0.56933	-12.13227
57121.09	501.18505	-0.57036	-11.30704
57121.09196	494.10879	-0.57023	-18.26853
57121.09392	498.66827	-0.57034	-13.80272
57121.09596	502.12536	-0.57405	-13.67598
57121.09805	517.70398	-0.57385	2.0813
57121.10001	520.69171	-0.5751	3.9467
57121.10197	520.7414	-0.57646	2.77547
57121.104	505.02318	-0.57822	-14.52474
57121.10609	508.33495	-0.58152	-14.17656
57121.10804	527.5303	-0.5841	2.69359
57121.11	532.12955	-0.58481	6.65784
57121.11204	521.44664	-0.58853	-7.36621
57121.11413	519.1207	-0.58993	-10.95001
57121.11608	544.80112	-0.59402	11.05825
57121.11805	533.38937	-0.59673	-2.78647
57121.12012	531.73154	-0.59875	-6.25978
57121.12223	526.79212	-0.60189	-14.02285
57121.12421	533.15825	-0.60595	-11.30096
57121.12621	550.325	-0.60975	2.44962
57121.12829	526.79807	-0.61332	-24.28495
57121.13038	543.30398	-0.6152	-9.4634
57121.13237	544.0559	-0.61877	-11.91734
57121.13437	557.96133	-0.62324	-2.0329
57121.13642	556.56099	-0.62768	-7.41831
57121.13853	568.32487	-0.63371	-1.07083
57121.1405	559.9809	-0.63765	-12.95653
57121.14247	564.08728	-0.64197	-12.72909
57121.14451	562.90116	-0.64564	-17.2144
57121.1466	575.5858	-0.65177	-10.03608
57121.14856	577.46867	-0.6552	-11.2307
57121.15051	593.03546	-0.65991	0.10902
57121.15255	576.97393	-0.66523	-20.73488
57121.15465	596.39363	-0.66974	-5.36858
57121.15663	595.19884	-0.67546	-11.69647
57121.15859	600.76626	-0.68057	-10.71865
57121.16062	604.61942	-0.68592	-11.66995
57121.16271	605.201	-0.69214	-16.68064
57121.16467	619.3614	-0.69648	-6.42073
57121.16663	633.77159	-0.70235	2.72423
57121.16867	632.36397	-0.70809	-3.84714
57121.17077	631.55096	-0.71322	-9.26719
57121.17275	656.92233	-0.71895	10.95609
57121.17471	641.92278	-0.72419	-8.74864
57121.17676	643.39176	-0.73124	-13.61227
57121.17885	650.72761	-0.73657	-11.06218
57121.18082	652.43811	-0.74226	-14.4613
57121.18281	663.98581	-0.7487	-8.6994
57121.18485	672.52743	-0.75402	-4.93581
57121.18695	665.86622	-0.76023	-17.17833
57121.18893	692.15797	-0.7659	4.02334
57121.19089	694.09344	-0.77123	1.1708
57121.19292	684.07829	-0.77793	-14.8602
57121.19502	696.28265	-0.78353	-7.69018
57121.19697	687.1331	-0.78998	-22.63093
57121.19893	696.06848	-0.79613	-19.21791
57121.20097	714.75818	-0.80054	-4.49625
57121.20305	706.94495	-0.80717	-18.26141
57121.20503	729.55496	-0.81369	-1.5069
57121.20702	712.50861	-0.81855	-22.92223
57121.20906	738.98576	-0.82426	-1.57076
57121.21114	761.21841	-0.83017	15.35231
57121.21309	750.53333	-0.83592	-0.50093
57121.21505	756.40446	-0.84091	0.89345
57121.21709	747.24646	-0.84743	-14.12232
57121.21918	772.25364	-0.85229	6.51811
57121.22115	769.10404	-0.85657	-0.47178
57121.22313	777.33525	-0.86318	1.81883
57121.22516	794.9543	-0.86813	14.98886
57121.22726	779.93013	-0.87371	-5.04899
57121.22926	791.22139	-0.87945	1.09267
57121.23125	788.11931	-0.88314	-5.33035
57121.23331	771.38514	-0.88811	-26.52706
57121.2354	797.6189	-0.89234	-4.09175
57121.23736	812.29758	-0.89712	6.29891
57121.23933	795.90712	-0.90224	-14.69631
57121.24139	798.34964	-0.90628	-15.87816
57121.24347	816.94307	-0.91076	-1.31516
57121.24542	799.57114	-0.91398	-21.57271
57121.24738	834.88534	-0.9183	9.8535
57121.24941	836.07189	-0.92217	7.56793
57121.2515	826.69639	-0.92617	-5.3998
57121.25346	821.02324	-0.92759	-12.34547
57121.25543	834.84126	-0.93146	-2.00824
57121.25749	838.40079	-0.93583	-2.36963
57121.25961	837.34386	-0.93732	-4.7647
57121.26162	852.13785	-0.94233	5.52616
57121.26358	849.31134	-0.94382	1.35662
57121.26562	844.29409	-0.94524	-4.93718
57121.26773	848.41662	-0.94782	-3.12612
57121.26971	843.14763	-0.95003	-10.3799
57121.27168	850.25071	-0.95147	-4.57296
57121.27373	875.93984	-0.95395	18.89244
57121.27584	857.10403	-0.95383	0.16539
57121.27781	874.04104	-0.95567	15.44749
57121.27977	853.39039	-0.95633	-5.79954
57121.28181	856.745	-0.95735	-3.35782
57121.2839	856.80306	-0.95772	-3.6378
57121.28586	848.15565	-0.9569	-11.54516
57121.28783	844.94386	-0.95822	-15.94109
57121.28987	851.58755	-0.95741	-8.57488
57121.29198	854.56846	-0.95717	-5.37621
57121.29394	848.63046	-0.95705	-11.20581
57121.29589	860.97898	-0.95704	1.15553
57121.29793	847.98859	-0.95676	-11.58243
57121.30002	848.84596	-0.95361	-7.90343
57121.30198	850.46608	-0.95251	-5.29276
57121.30394	845.34557	-0.95074	-8.81959
57121.30597	838.38619	-0.94739	-12.77164
57121.30808	820.94112	-0.94626	-29.20242
57121.31006	831.3261	-0.94299	-15.88189
57121.31202	840.32139	-0.93993	-4.13988
57121.31405	829.38039	-0.9365	-11.99312
57121.31614	835.19177	-0.93309	-3.12378
57121.31809	826.16811	-0.92934	-8.77658
57121.32006	831.05175	-0.92558	-0.51721
57121.32211	811.30521	-0.92107	-16.21455
57121.32423	814.79635	-0.91712	-9.17479
57121.32621	804.1936	-0.91152	-14.7453
57121.32818	804.69838	-0.90731	-10.46153
57121.33024	791.51809	-0.90169	-18.59286
57121.33233	809.86899	-0.89555	5.27363
57121.33429	788.31369	-0.89023	-11.5025
57121.33625	798.62709	-0.88505	3.46393
57121.3383	781.40545	-0.87828	-7.67231
57121.34041	737.52973	-0.87171	-45.65189
57121.34237	763.74053	-0.86525	-13.63835
57121.34433	762.90934	-0.85809	-8.03654
57121.34637	746.31565	-0.85114	-18.38686
57121.34846	747.08881	-0.84307	-10.36075
57121.35044	745.07637	-0.83547	-5.5522
57121.35241	740.06526	-0.82676	-2.73685
57121.35447	717.71802	-0.81877	-17.90864
57121.35656	709.73606	-0.80992	-17.93819
57121.35851	703.89509	-0.8007	-15.49643
57121.36047	692.2467	-0.79207	-19.39446
57121.3625	687.50902	-0.78208	-15.1618
57121.3646	687.67153	-0.77213	-6.05579
57121.36658	683.31798	-0.76297	-2.18781
57121.36854	675.65652	-0.75248	-0.42716
57121.37058	671.68492	-0.74224	4.80512
57121.37267	644.81538	-0.73169	-12.58677
57121.37464	636.18329	-0.72047	-11.1463
57121.37662	644.37602	-0.70898	7.3715
57121.37867	611.23139	-0.69794	-15.85496
57121.38079	610.75616	-0.68558	-5.2303
57121.38274	596.63664	-0.67498	-9.83212
57121.3847	580.70551	-0.66337	-15.33406
57121.38674	572.67061	-0.64982	-11.19746
57121.38883	563.83494	-0.63772	-9.1636
57121.39079	552.24434	-0.62554	-9.81564
57121.39275	549.51667	-0.6127	-1.00635
57121.39478	541.58533	-0.60027	2.22371
57121.39689	506.98769	-0.58655	-20.04701
57121.39887	507.63239	-0.57353	-7.7017
57121.40084	513.04639	-0.55991	9.93949
57121.40289	498.6281	-0.54456	9.3086
57121.40499	476.42002	-0.53089	-0.61549
57121.40698	471.02801	-0.51652	6.90221
57121.40897	447.23807	-0.50312	-4.85407
57121.41103	423.84782	-0.4886	-15.19884
57121.41312	406.74593	-0.47347	-18.71773
57121.41507	411.34534	-0.45987	-1.8979
57121.41703	398.23864	-0.44399	-0.73856
57121.41907	363.42332	-0.43063	-23.55628
57121.42118	363.69772	-0.4135	-7.8975
57121.42316	360.64726	-0.39788	3.08218
57121.42512	336.95518	-0.38456	-8.64394
57121.42716	320.64401	-0.36783	-9.92603
57121.42925	313.52193	-0.35303	-3.74949
57121.4312	294.14135	-0.33745	-9.13458
57121.43316	273.30514	-0.32213	-16.21128
57121.4352	266.27497	-0.3058	-8.57164
57121.43729	255.21599	-0.28922	-4.74162
57121.43925	232.43497	-0.27308	-13.0219
57121.4412	216.12894	-0.2586	-16.32619
57121.44324	218.8746	-0.24235	1.01603
57121.44533	199.55015	-0.22632	-3.9034
57121.44731	192.51023	-0.20935	4.29282
57121.44929	197.10229	-0.19361	23.03153
57121.45133	164.9189	-0.1774	5.40529
57121.45343	140.23345	-0.16062	-4.20436
57121.45541	124.74272	-0.1449	-5.57919
57121.45737	119.46496	-0.1286	3.78458
57121.45941	97.27683	-0.11206	-3.54842
57121.4615	83.09951	-0.09539	-2.75164
57121.46346	79.30935	-0.07898	8.20314
57121.46543	61.56878	-0.06367	4.21279
57121.46747	45.78765	-0.04693	3.46352
57121.46956	30.19116	-0.03034	2.77376
57121.47151	17.87327	-0.01387	5.24728
57121.47348	-13.67244	4.11015E-4	-13.46824
57121.47555	-19.2886	0.01742	-3.80352
57121.47766	-39.12758	0.03366	-9.05755
57121.47962	-37.42801	0.05019	7.48824
57121.48158	-64.94048	0.06633	-5.52683
57121.48362	-70.08439	0.08148	2.9403
57121.4857	-84.97457	0.09823	3.09991
57121.48765	-92.26398	0.11402	9.99023
57121.48961	-128.23211	0.12876	-12.73968
57121.49165	-147.111	0.14423	-17.71777
57121.49374	-141.0833	0.16111	3.47248
57121.49569	-169.57064	0.17588	-11.75122
57121.49765	-157.8923	0.19131	13.7864
57121.49969	-174.88059	0.20658	10.5176
57121.50178	-203.76364	0.22193	-4.58408
57121.50373	-233.04851	0.23595	-21.26881
57121.50571	-224.3746	0.25051	0.48023
57121.50777	-236.05733	0.26563	2.37977
57121.50986	-257.36645	0.27963	-6.34977
57121.51182	-262.65919	0.29411	1.35759
57121.51378	-262.32664	0.30737	13.60614
57121.51582	-277.36406	0.32174	11.47775
57121.51791	-302.85463	0.33696	-0.34803
57121.51987	-338.1609	0.34989	-24.04015
57121.52183	-322.37622	0.36183	2.47418
57121.52386	-329.1638	0.37447	7.03963
57121.52596	-356.46653	0.38803	-8.08109
57121.52792	-365.86177	0.40145	-5.42528
57121.5299	-374.31451	0.41279	-3.68728
57121.53194	-390.16424	0.42657	-7.15974
57121.53403	-398.17458	0.4383	-4.63957
57121.536	-411.74435	0.45081	-6.96974
57121.53798	-424.67824	0.46245	-9.44419
57121.54001	-441.79053	0.47345	-16.67769
57121.54209	-431.34754	0.48438	3.58261
57121.54405	-467.32906	0.49474	-23.09503
57121.546	-461.92879	0.50594	-7.63494
57121.54804	-468.2272	0.51597	-4.92341
57121.55012	-484.22208	0.52654	-11.41837
57121.55209	-490.22456	0.5368	-8.20763
57121.55405	-481.63668	0.54656	9.14931
57121.55609	-497.75176	0.55419	-0.11147
57121.55819	-515.56107	0.56436	-8.79007
57121.56015	-514.22332	0.57274	0.07382
57121.56212	-535.50695	0.58029	-14.4267
57121.5642	-519.4088	0.58873	9.25022
57121.56631	-532.73475	0.59795	4.20793
57121.56829	-554.1496	0.60534	-10.57188
57121.57026	-551.38505	0.61236	-1.50113
57121.57232	-556.15111	0.61994	0.54914
57121.57443	-577.90005	0.62589	-15.85649
57121.57641	-562.63391	0.63253	5.3681
57121.57839	-594.57685	0.63901	-20.74939
57121.58043	-584.50749	0.64543	-4.91325
57121.58253	-603.06407	0.65014	-19.2394
57121.58451	-578.78734	0.65553	9.87341
57121.58647	-609.40184	0.66027	-16.47735
57121.58851	-611.18592	0.66557	-13.49902
57121.5906	-615.93819	0.67045	-13.87198
57121.59257	-606.54357	0.67496	-0.42509
57121.59453	-624.17714	0.67822	-15.13464
57121.59657	-613.55697	0.68168	-1.40394
57121.59866	-621.92269	0.68505	-6.74193
57121.60062	-623.70462	0.68867	-5.27308
57121.60258	-618.84051	0.68954	0.37583
57121.60461	-632.10899	0.6929	-9.87721
57121.6067	-643.97473	0.6944	-20.39437
57121.60865	-617.59838	0.69638	7.75807
57121.61061	-615.38647	0.69675	10.30704
57121.61268	-630.07385	0.69766	-3.56633
57121.61482	-634.07889	0.69807	-7.19848
57121.61678	-637.19494	0.69921	-9.29611
57121.61874	-631.36164	0.69858	-4.02418
57121.62078	-648.27003	0.69752	-21.88601
57121.62288	-634.95627	0.69739	-8.68623
57121.62486	-623.37185	0.69643	2.03514
57121.62683	-636.02805	0.69536	-11.58222
57121.62887	-633.85974	0.69315	-11.39962
57121.63095	-619.49011	0.69087	0.91635
57121.63291	-618.91484	0.68941	0.18389
57121.63488	-611.76091	0.68676	4.95523
57121.63694	-604.51023	0.68343	9.21508
57121.63904	-604.30195	0.68081	7.07438
57121.64102	-605.84343	0.67754	2.59247
57121.64298	-596.11669	0.6744	9.50041
57121.64502	-598.37112	0.66981	3.11681
57121.64711	-596.10877	0.66509	1.13982
57121.64907	-608.46159	0.66048	-15.34817
57121.65102	-581.8236	0.65677	7.9568
57121.65306	-601.14925	0.65077	-16.76449
57121.65515	-562.2505	0.64499	16.94818
57121.65711	-578.47438	0.63978	-3.95393
57121.65906	-577.55357	0.63426	-7.99381
57121.6611	-565.15826	0.62738	-1.77815
57121.66319	-554.19393	0.62111	3.54994
57121.66515	-543.49558	0.61333	7.25979
57121.66711	-550.6559	0.60604	-6.44297
57121.66917	-536.85035	0.59958	1.556
57121.67128	-541.08751	0.59161	-9.84312
57121.67324	-517.62451	0.58464	7.36427
57121.67521	-509.24428	0.57618	8.14349
57121.67726	-501.52258	0.56714	7.74157
57121.67936	-507.75917	0.55808	-6.63247
57121.68134	-491.30692	0.54906	1.72445
57121.6833	-476.19875	0.54016	8.83847
57121.68534	-487.06532	0.53114	-10.12953
57121.68743	-460.55634	0.52108	7.33948
57121.68938	-463.28372	0.51212	-3.43516
57121.69134	-458.87951	0.50255	-7.62613
57121.69338	-446.16443	0.49165	-4.7063
57121.69547	-425.64484	0.48177	6.93797
57121.69743	-429.42949	0.47077	-6.72131
57121.69939	-410.87061	0.4601	2.25269
57121.70143	-394.58937	0.44962	9.11277
57121.70352	-394.10646	0.43758	-1.21412
57121.70547	-385.94051	0.42685	-2.69014
57121.70743	-369.26095	0.41484	3.20778
57121.7095	-362.5431	0.4039	0.09895
57121.71164	-345.16537	0.39146	6.2995
57121.71363	-352.66405	0.37971	-11.7503
57121.7156	-332.01482	0.36717	-2.36758
57121.71767	-312.64662	0.35434	5.47653
57121.71981	-323.06996	0.34139	-16.58001
57121.72181	-294.24779	0.32975	1.78197
57121.72377	-291.31864	0.31751	-6.27924
57121.7258	-276.3992	0.30415	-3.3631
57121.72789	-265.62372	0.29029	-5.03625
57121.72985	-242.77511	0.27776	6.56127
57121.73181	-241.45252	0.26518	-3.42359
57121.73385	-233.59287	0.25207	-7.3362
57121.73593	-221.63904	0.23831	-7.74167
57121.73789	-206.54336	0.22584	-3.84764
57121.73984	-205.96918	0.21181	-15.87141
57121.74189	-191.95431	0.1989	-13.46042
57121.744	-172.95904	0.18398	-7.86242
57121.74596	-156.58525	0.1706	-3.51287
57121.74792	-167.4679	0.15753	-26.12833
57121.74997	-134.29995	0.1428	-6.19646
57121.75207	-113.29381	0.12869	2.13986
57121.75403	-108.76984	0.1154	-5.27448
57121.756	-96.89111	0.10175	-5.65579
57121.75806	-73.02381	0.08729	5.21784
57121.76015	-72.42062	0.07224	-7.69508
57121.76211	-65.3549	0.05952	-12.05355
57121.76407	-60.0149	0.04525	-19.53585
57121.76613	-37.40735	0.03067	-10.02554
57121.76828	-39.9366	0.01679	-25.01616
57121.77026	-3.57803	0.00249	-1.50493
57121.77221	9.65114	-0.01097	-0.36995
57121.77426	34.13614	-0.02509	11.43254
57121.77637	41.19566	-0.04003	5.06955
57121.77833	47.86577	-0.05431	-1.08542
57121.78029	64.20438	-0.06749	3.4191
57121.78233	73.82798	-0.08143	0.52054
57121.78442	85.83395	-0.0948	0.51882
57121.78639	85.89442	-0.10982	-12.91716
57121.78837	117.53127	-0.12292	6.94919
57121.7904	126.21372	-0.13666	3.29009
57121.79249	144.63537	-0.15057	9.22046
57121.79445	137.30583	-0.16395	-10.13035
57121.79641	149.27037	-0.1764	-9.34145
57121.79845	160.85439	-0.19091	-10.79425
57121.80054	183.77227	-0.20355	0.77043
57121.80251	181.55712	-0.21734	-13.8346
57121.80449	203.9603	-0.23076	-3.48711
57121.80653	212.50554	-0.24361	-6.48608
57121.80862	213.74042	-0.25708	-17.34937
57121.81058	227.7729	-0.26919	-14.18945
57121.81255	242.1431	-0.28171	-11.06579
57121.81462	245.33235	-0.29461	-19.46847
57121.81673	257.36371	-0.30859	-19.99035
57121.81869	293.45213	-0.3204	5.48492
57121.82067	284.55642	-0.33286	-14.60084
57121.82275	292.70927	-0.34418	-16.61656
57121.82485	321.02452	-0.35767	-0.4138
57121.82682	312.20912	-0.36915	-19.54718
57121.8288	325.34246	-0.38091	-16.97179
57121.83084	337.46587	-0.39251	-15.27115
57121.83293	338.85705	-0.4041	-24.29007
57121.83488	364.59295	-0.41569	-8.96926
57121.83685	374.31787	-0.42644	-8.90132
57121.83891	382.22316	-0.4377	-11.10147
57121.84102	396.03847	-0.44873	-7.20154
57121.843	414.35923	-0.45917	1.74883
57121.84495	416.17732	-0.47093	-6.99818
57121.84702	423.41148	-0.48059	-8.44408
57121.84915	426.99843	-0.49162	-14.76272
57121.85111	431.45517	-0.50201	-19.64475
57121.85307	462.2208	-0.51112	2.94173
57121.8551	455.53164	-0.52203	-13.54314
57121.85719	469.23507	-0.5315	-8.34636
57121.85917	471.22423	-0.54002	-14.0099
57121.86115	486.2381	-0.54948	-7.5003
57121.86319	500.29063	-0.55916	-2.13879
57121.86528	496.72093	-0.56804	-13.68861
57121.86723	507.23047	-0.57601	-10.33668
57121.86919	513.08517	-0.58447	-12.07771
57121.87123	536.57032	-0.59245	4.23379
57121.87335	528.4821	-0.6013	-11.79885
57121.87532	538.86378	-0.60918	-8.49889
57121.87729	538.62386	-0.61658	-15.38183
57121.87933	555.80059	-0.62526	-6.0048
57121.88144	563.27363	-0.6326	-5.12256
57121.88341	577.78538	-0.64025	2.5161
57121.88537	566.48862	-0.64666	-14.53808
57121.88741	575.45276	-0.65418	-12.32612
57121.8895	588.41354	-0.6605	-5.04517
57121.89146	590.62893	-0.66743	-9.0542
57121.89343	591.48441	-0.67311	-13.30565
57121.89549	591.37661	-0.67888	-18.59528
57121.89758	601.72328	-0.68603	-14.66504
57121.89953	612.50795	-0.69099	-8.33819
57121.90149	619.22335	-0.69589	-6.02437
57121.90353	624.10767	-0.70107	-5.79387
57121.90564	622.41636	-0.70704	-12.84624
57121.90762	631.17992	-0.71217	-8.68947
57121.9096	629.90026	-0.71689	-14.21519
57121.91163	637.48775	-0.72122	-10.51302
57121.91372	638.07237	-0.72552	-13.7898
57121.91568	654.34749	-0.72973	-1.29757
57121.91765	646.28727	-0.73431	-13.47226
57121.9197	660.81258	-0.73677	-1.15891
57121.92181	653.2018	-0.74141	-12.9378
57121.92378	660.19902	-0.74507	-9.22338
57121.92576	666.00122	-0.74848	-6.48439
57121.92779	652.62113	-0.75121	-22.31832
57121.92988	685.10598	-0.75426	7.4253
57121.93184	682.10309	-0.75663	2.29381
57121.9338	666.64641	-0.7606	-16.72318
57121.93583	664.69414	-0.76311	-20.93229
57121.93792	673.17228	-0.76508	-14.22724
57121.93988	672.99111	-0.76717	-16.28843
57121.94184	685.11387	-0.76924	-6.01974
57121.94387	671.53506	-0.77189	-21.98189
57121.94596	679.96337	-0.77262	-14.20311
57121.94792	693.95582	-0.77487	-2.23603
57121.94988	687.03308	-0.77555	-9.76762
57121.95192	687.68165	-0.77693	-10.36013
57121.95401	712.97281	-0.7778	14.14507
57121.95598	683.31436	-0.77932	-16.87289
57121.95796	702.11182	-0.78014	1.18442
57121.96	693.3267	-0.77993	-7.41013
57121.9621	700.88547	-0.78077	-0.60265
57121.96405	687.15953	-0.78098	-14.51715
57121.96601	692.52876	-0.78215	-10.20383
57121.96805	696.52872	-0.78128	-5.42204
57121.97014	700.06834	-0.78173	-2.28872
57121.9721	708.07813	-0.78238	5.13816
57121.97407	700.30146	-0.78132	-1.68716
57121.97613	710.20121	-0.78143	8.12116
